word,text_index,tag,freq,lemma,is_new_paragraph,sentence_number,completed_words
atado,2,VMP00SM,26,atar,0,46,
a,2,SPS00,91082,a,0,46,
cosas,2,NCFP000,2528,cosa,0,46,[las la sus su tiempos una mi una su sus la una las Inés la la]
miserables,2,AQ0CP0,44,miserable,0,46,
y,2,CC,140290,y,0,46,[y que y como como y pero que sucias de y]
son,2,VSIP3P0,7175,ser,0,46,[mundanas tiene a no vacías viles no mundanas sucias bajas a sin mi turbias banales]
las,2,DA0FP0,51322,el,0,46,[esas realmente sus cosas esas esas cosas mentiras esas las muchas ellas vagas tan muchas muchas varias sus]
cosas,2,NCFP000,2528,cosa,0,46,[cosas mismas cosas miserias mismas peores cosas cosas peores]
las,2,DA0FP0,51322,el,0,46,[miserables que que miserables que miserables que las miserables que que que de que]
que,2,PR0CN000,95340,que,0,46,
lo,2,PP3CNA00,18856,lo,0,46,
arrastran,2,VMIP3P0,30,arrastrar,0,46,
No,2,RN,55431,no,0,47,[por usted cuando en tiene no yo usted por usted vilmente]
va,2,VMIP3S0,2321,ir,0,47,[voy lo quiero soy su tiene puede sirve sabe se pretenda]
a,2,SPS00,91082,a,0,47,[a a a a a]
ninguna,2,DI0FS0,793,ninguno,0,47,
parte,2,NCFS000,2890,parte,0,47,
no,2,RN,55431,no,0,47,
lo,2,PP3CNA00,18856,lo,0,47,
desea,2,VMIP3S0,124,desear,0,47,
realmente,2,RG,587,realmente,0,47,
Es,2,VSIP3S0,33792,ser,0,48,[nunca es espere usted usted por usted sera no tome y usted porque miro pero es es mirando si]
eso,2,PD0NS000,3412,ese,0,48,
nada,2,RG,1145,nada,0,48,
más,2,RG,16563,mas,0,48,
usted,2,PP2CS00P,2370,usted,0,48,
es,2,VSIP3S0,33792,ser,0,48,[no no no sabrá esta es es no cree no no es]
viejo,2,AQ0MS0,442,viejo,0,48,[como un un sucio mezquino un miserable un miserable dañino egoísta un un un un un]
y,2,CC,140290,y,0,48,[y y y y y y y y y y de y  y y]
ella,2,PP3FS000,5484,el,0,48,
es,2,VSIP3S0,33792,ser,0,48,
joven,2,AQ0CS0,568,joven,0,48,[joven joven joven joven joven joven joven joven joven joven joven joven joven]
Ni,2,CC,6241,ni,0,49,
siquiera,2,RG,306,siquiera,0,49,
debo,2,VMIP1S0,228,deber,0,49,[esta tiene se la se tiene podría la son tiene la]
pensar,2,VMN0000,844,pensar,0,49,[decirlo preocuparme dejar decir decirle decir preocuparme seguir explicarle entrar explicarle una]
en,2,SPS00,116148,en,0,49,[en en en en demasiado en en que en en en en en en en demasiado]
ella,2,PP3FS000,5484,el,0,49,
frente,2,RG,772,frente,0,49,
a,2,SPS00,91082,a,0,49,
usted,2,PP2CS00P,2370,usted,0,49,
Y,2,CC,140290,y,0,50,
usted,2,PP2CS00P,2370,usted,0,50,
pretende,2,VMIP3S0,240,pretender,0,50,
Tampoco,2,RG,1367,tampoco,0,50,
entonces,2,RG,1859,entonces,0,50,
podía,2,VMII3S0,1956,poder,0,50,[me pudo pude me dijo me dejo pude me pudo fue logro pensé pude entendí]
yo,2,PP1CSN00,7844,yo,0,50,
romperle,2,VMN0000,7,romper,0,50,
la,2,DA0FS0,184190,el,0,50,[la los la la el el la la la la]
cara,2,NCFS000,1120,cara,0,50,[cara ilusión idea cara nariz mirada idea ciudadela cara cara cara cara cara cara concha ilusión cara cara cara]
así,2,RG,4027,asi,0,50,[pero tampoco tenía ni quería porque pero por tenía pero sabiendo ni ya así no menos]
que,2,PR0CN000,57797,que,0,50,[de simplemente que como que tan que nomas que]
resolví,2,VMIS1S0,5,resolver,0,50,[deje no puedo me no me me le lo le me seguí me resolví]
prescindir,2,VMN0000,67,prescindir,0,50,[que dejar decirle ignorarlo escuchar irme volver quedarme continuar no irme]
de,2,SPS00,262147,de,0,50,
él,2,PP3MS000,5796,el,0,50,[palabras la la el el ella toda el golpearlo]
fui,2,VMIS1S0,272,ir,0,50,[le mientras y y doble]
al,2,SPS00,24923,a,0,50,[a a luego al a sutil al a incorporándome directo despacio directamente lo a a al]
aparato,2,NCMS000,298,aparato,0,50,[grano lugar baño baño baño baño baño baño bar lado baño cuarto lugar baño dormitorio aparato grano baño baño]
de,2,SPS00,262147,de,0,50,[y de de de con de que de de de de de lo de de]
música,2,NCFS000,522,musica,0,50,[música música música música música música música música a música música pasar]
marqué,2,VMIS1S0,3,marcar,0,50,[y me y encendí puse cambie y me toque puse]
cualquier,2,DI0CS0,2102,cualquiera,0,50,[una cualquier un el una la una jazz la cualquier un la]
cosa,2,NCFS000,1521,cosa,0,50,[canción disco disco tecla tecla tecla opción botón botón cosa numero numero]
y,2,CC,140290,y,0,50,[en en en apuradamente y en en con y en que para en con y y]
puse,2,VMIS1S0,127,poner,0,50,[volví me volví coloque me me así me volví comencé]
una,2,DI0FS0,43026,uno,0,50,
moneda,2,NCFS000,93,moneda,0,50,
Volví,2,VMIS1S0,152,volver,0,51,[la el así en escuche el sentí en fue el la la me entonces en cuando]
despacio,2,RG,176,despacio,0,51,
al,2,SPS00,24923,a,0,51,[a a a hasta a hacia a a hacia hacia hacia a a senté hacia]
asiento,2,NCMS000,223,asiento,0,51,[lugar piano piano lugar salón lugar lado centro lugar asiento salón asiento bar asiento asiento piano lugar piano]
y,2,CC,140290,y,0,51,[pensando tibio donde inquisidor y para mirando de en]
escuché,2,VMIS1S0,53,escuchar,0,51,
La,2,DA0FS0,184190,el,0,52,[desde me de divagaba el estaba Bob para Bob la no Bob la]
música,2,NCFS000,522,musica,0,52,[música música música música canción música música conversación música canción charla]
era,2,VSII1S0,8470,ser,0,52,[sonaba era era lenta sonaba era que salia estaba era]
poco,2,RG,1492,poco,0,52,[suave muy estrepitosa triste tan amarga]
fuerte,2,AQ0CS0,563,fuerte,0,52,[linda agradable confortable agradable alegre propicia feliz feliz adecuada feliz atractiva apropiada apropiada inspiradora alegre alegre]
alguien,2,PI0CS000,1231,alguien,0,52,[el pero pero suave entonces decidí usted no con pero suave la el pero alguien sonaba y pero]
cantaba,2,VMII3S0,73,cantar,0,52,
dulcemente,2,RG,30,dulcemente,0,52,
en,2,SPS00,116148,en,0,52,
el,2,DA0MS0,139088,el,0,52,
interior,2,NCMS000,605,interior,0,52,
de,2,SPS00,262147,de,0,52,
grandes,2,AQ0CP0,1576,grande,0,52,
pausas,2,NCFP000,16,pausa,0,52,
A,2,SPS00,91082,a,0,53,
mi,2,DP1CSS,9295,mi,0,53,
lado,2,NCMS000,1027,lado,0,53,
Bob,2,NCMS000,8,bob,0,53,
estaba,2,VAII1S0,4479,estar,0,53,[fumaba me seguía escuchaba le se miraba estaba no me se se alzaba seguía seguía]
diciendo,2,VMG0000,283,decir,0,53,[fumando mirando sentado fumando tomando fumando en callado sentado observándome fumando como]
que,2,CS,57797,que,0,53,[cosas que que que que que cosas que que palabras]
ni,2,CC,6241,ni,0,53,
siquiera,2,RG,306,siquiera,0,53,
él,2,PP3MS000,5796,el,0,53,
alguien,2,PI0CS000,1231,alguien,0,53,
como,2,CS,19643,como,0,53,
él,2,PP3MS000,5796,el,0,53,
era,2,VSII1S0,8470,ser,0,53,[podría debía podría merecía se podría merecía podría era merecía osaría siquiera]
digno,2,AQ0MS0,98,digno,0,53,
de,2,SPS00,262147,de,0,53,
mirar,2,VMN0000,372,mirar,0,53,
a,2,SPS00,91082,a,0,53,[tal a a a la mi mi hacia a a a]
Inés,2,AQ0MS0,60,ines,0,53,[Inés Inés Inés su Inés Inés Inés Inés su Inés Inés su su Inés Inés Inés]
a,2,SPS00,91082,a,0,53,[como a con con así como a con a a]
los,2,DA0MP0,79125,el,0,53,
ojos,2,NCMP000,2700,ojo,0,53,[ojos ojos ojos ojos ojos ojos ojos ojos ojos ojos ojos ojos ojos ojos ojos ojos]
Pobre,2,AQ0CS0,325,pobre,0,54,[entonces por yo le entonces que el pero cuando yo yo resultaba entonces merecía lo]
chico,2,NCMS000,287,chico,0,54,[tipo viejo infeliz hombre Bob hombre muchacho vacío hombre hombre hombre tipo idiota hombre pelotudo infeliz hombre muchacha de]
pensé,2,VMIS1S0,277,pensar,0,54,[pensaba tenía no era su era tan tan pensé]
con,2,SPS00,47141,con,0,54,
admiración,2,NCFS000,142,admiracion,0,54,
Estuvo,2,VAIS3S0,494,estar,0,55,[pero no lo quien su siguió su el que cuan su tenía le estuvo]
diciendo,2,VMG0000,283,decir,0,55,[mucho un todo locamente un diciendo tan tan enamorado enamorado autolimitándose]
que,2,CS,57797,que,0,55,[que que puras tantas tonterías que que tonterías eso cosas]
en,2,SPS00,116148,en,0,55,a
aquello,2,PD0NS000,687,aquel,0,55,
que,2,PR0CN000,95340,que,0,55,
él,2,PP3MS000,5796,el,0,55,[yo decía uno hacia creía no]
llama,2,VMIP3S0,500,llamar,0,55,[cree pensaba estaba creía sentía si le me cree era había se preciaba era no se]
vejez,2,NCFS000,69,vejez,0,55,[amor amor juventud amor juventud amor la amor a amor amor amor respeto miserable música vejez amor deseo usted]
lo,2,DA0NS0,11311,el,0,55,
más,2,RG,16563,mas,0,55,
repugnante,2,AQ0CS0,41,repugnante,0,55,
lo,2,DA0NS0,11311,el,0,55,
que,2,PR0CN000,95340,que,0,55,
determinaba,2,VMII3S0,7,determinar,0,55,
la,2,DA0FS0,184190,el,0,55,
descomposición,2,NCFS000,52,descomposicion,0,55,[verdad imposibilidad reacción causa hora edad terminación visión edad edad edad conducta edad edad experiencia]
era,2,VSII1S0,8470,ser,0,55,[era de era de es de de de de de de de]
pensar,2,VMN0000,844,pensar,0,55,[el la unicamente el la su lo que precisamente mi]
por,2,SPS00,39975,por,0,55,[que por que que en que que en por en que que]
conceptos,2,NCMP000,151,concepto,0,55,
englobar,2,VMN0000,3,englobar,0,55,
a,2,SPS00,91082,a,0,55,
las,2,DA0FP0,51322,el,0,55,
mujeres,2,NCFP000,1716,mujer,0,55,
en,2,SPS00,116148,en,0,55,
la,2,DA0FS0,184190,el,0,55,
palabra,2,NCFS000,983,palabra,0,55,[juventud vida misma misma categoría realidad misma clase categoría misma vida misma]
mujer,2,NCFS000,2745,mujer,0,55,[juventud vejez hermana joven mujer joven misma mujer amor diosa mujer esposas de objeto vejez joven]
empujarlas,2,VMN0000,2,empujar,0,55,
sin,2,SPS00,8905,sin,0,55,
cuidado,2,NCMS000,173,cuidado,0,55,
para,2,SPS00,23510,para,0,55,
que,2,CS,57797,que,0,55,
pudieran,2,VMSI3P0,140,poder,0,55,
amoldarse,2,VMN0000,2,amoldar,0,55,
al,2,SPS00,24923,a,0,55,
concepto,2,NCMS000,375,concepto,0,55,[hombre lugar modelo ideal gusto curso termino sistema entorno mundo pensamiento]
hecho,2,VMP00SM,1748,hacer,0,55,[de de de de tiempo de de de de de de rígido de de de de]
por,2,SPS00,39975,por,0,55,[palabra anteriormente y por y por por de idea de de de de prejuicio por]
una,2,DI0FS0,43026,uno,0,55,
pobre,2,AQ0CS0,325,pobre,0,55,[vez historia mujer persona palabra manga mujer diosa mujer persona sociedad vez sociedad vida putita sola vida idea palabra]
experiencia,2,NCFS000,683,experiencia,0,55,[persona mente palabra imagen alma mujer hombre hombre y]
Pero,2,CC,18593,pero,0,56,
decía,2,VMII3S0,1161,decir,0,56,
también,2,RG,7071,tambien,0,56,
tampoco,2,RG,1367,tampoco,0,56,
la,2,DA0FS0,184190,el,0,56,
palabra,2,NCFS000,983,palabra,0,56,[vida podía vejez juventud podía puedo miraba culpa mujer puedo haría admiraba niego palabra]
experiencia,2,NCFS000,683,experiencia,0,56,[mujer era es mujer mujer experiencia va joven es mujer sirve]
era,2,VSII1S0,8470,ser,0,56,[servia tiene vale es es formaba]
exacta,2,AQ0FS0,102,exacto,0,56,[adecuada la todo lo buena poca justa como buena la adecuada]
No,2,RN,55431,no,0,57,[el entonces si porque dijo solo solo me mas por su era Bob madurez ahí yo]
había,2,VMII1S0,10950,haber,0,57,[fue sabia era podía lo por sabia podía por había era era parecía era tenía podía]
ya,2,RG,8430,ya,0,57,[una ninguna mujeres una alguien una nada nada una en algo ningún lugar en nada ya que nada mas]
experiencias,2,NCFP000,229,experiencia,0,57,
nada,2,PI0CS000,1145,nada,0,57,
más,2,RG,16563,mas,0,57,
que,2,CS,57797,que,0,57,
costumbre,2,NCFS000,239,costumbre,0,57,
y,2,CC,140290,y,0,57,
repeticiones,2,NCFP000,23,repeticion,0,57,
nombres,2,NCMP000,387,nombre,0,57,
marchitos,2,AQ0MP0,5,marchito,0,57,
para,2,SPS00,23510,para,0,57,[que y que de que y que que en y y que olvidados de que]
ir,2,VMN0000,1064,ir,0,57,[una cosas una las el decir su decir decir lo decir las]
poniendo,2,VMG0000,150,poner,0,57,[a haciendo clasificando repitiendo de de recordando de a borrando a]
a,2,SPS00,91082,a,0,57,
las,2,DA0FP0,51322,el,0,57,[el tono los prueba las juntar prueba las las las los su]
cosas,2,NCFP000,2528,cosa,0,57,[cosas trabas damas mujeres cosas palabras apuradas palabras cosas cosas mujeres cosas]
y,2,CC,140290,y,0,57,[en en en que en en en en importantes a en]
un,2,DI0MS0,60280,uno,0,57,
poco,2,PI0MS000,1492,poco,0,57,
crearlas,2,VMN0000,5,crear,0,57,
Más,2,RG,16563,mas,0,58,
o,2,CC,18439,o,0,58,
menos,2,RG,2125,menos,0,58,
eso,2,PD0NS000,3412,ese,0,58,[algo era como como así eran así fue por lo así vivencias así como así como]
estuvo,2,VAIS3S0,494,estar,0,58,[es era fue fue era decía era decía es decía era era era argumento era]
diciendo,2,VMG0000,283,decir,0,58,[diciendo diciendo bien diciendo bien claro tratando delicioso bien a sostenido en diciendo bien bien diciendo diciendo pensando diciendo]
Y,2,CC,140290,y,0,59,
yo,2,PP1CSN00,7844,yo,0,59,
pensaba,2,VMII3S0,323,pensar,0,59,[solo lo escuchaba observaba esperaba escuchaba escuche me que]
suavemente,2,RG,99,suavemente,0,59,
si,2,CS,9526,si,0,59,
él,2,PP3MS000,5796,el,0,59,
caería,2,VMIC3S0,17,caer,0,59,
muerto,2,VMP00SM,419,morir,0,59,
o,2,CC,18439,o,0,59,
encontraría,2,VMIC3S0,38,encontrar,0,59,
la,2,DA0FS0,184190,el,0,59,[algún a la la un una como una la la la alguna palabras la]
manera,2,NCFS000,1325,manera,0,59,[forma manera satisfacción paz forma manera respuesta paz palabra forma locura]
de,2,SPS00,262147,de,0,59,[de de de de de de de adecuada de escapar]
matarme,2,VMN0000,9,matar,0,59,[seguir poder caer escaparse lograr borrarlo]
allí,2,RG,2237,alli,0,59,[pues vi pues porque y y o pero abruptamente por iría de porque en ni pero]
mismo,2,AQ0MS0,2290,mismo,0,59,
y,2,CC,140290,y,0,59,
enseguida,2,RG,171,enseguida,0,59,
si,2,CS,9526,si,0,59,
yo,2,PP1CSN00,7844,yo,0,59,
le,2,PP3CSD00,18073,le,0,59,
contara,2,VMSI3S0,22,contar,0,59,
las,2,DA0FP0,51322,el,0,59,
imágenes,2,NCFP000,390,imagen,0,59,
que,2,PR0CN000,95340,que,0,59,
removía,2,VMII3S0,10,remover,0,59,
en,2,SPS00,116148,en,0,59,
mí,2,PP1CSO00,2066,mi,0,59,
al,2,SPS00,24923,a,0,59,
decir,2,VMN0000,2044,decir,0,59,[pensar mirar imaginar decir instante lado hombre pensar pensar pensar decirme decir verlo pensar escuchar]
que,2,CS,57797,que,0,59,
ni,2,CC,6241,ni,0,59,
siquiera,2,RG,306,siquiera,0,59,
él,2,PP3MS000,5796,el,0,59,
merecía,2,VMII3S0,64,merecer,0,59,[podía me sabia podría podía se podía podría podía conocía podía tenía era podía merecía podía podría sabia]
tocar,2,VMN0000,189,tocar,0,59,[mirarla mirarla mirar todo pensar casarse estar mirar mi casarse la que]
a,2,SPS00,91082,a,0,59,[la a a a su a a a a la]
Inés,2,AQ0MS0,60,ines,0,59,
con,2,SPS00,47141,con,0,59,
la,2,DA0FS0,184190,el,0,59,
punta,2,NCCS000,203,punta,0,59,[mirada punta mínima mirada mirada mirada mano mano mirada punta mano mano mano]
de,2,SPS00,262147,de,0,59,
un,2,DI0MS0,60280,uno,0,59,[los sus sus los sus los los de la]
dedo,2,NCMS000,286,dedo,0,59,[dedo palo dedo dedo alfiler dedo dedo dedo dedo dedo dedo]
el,2,DA0MS0,139088,el,0,59,[ni no que si con que todo entonces y que si que que que ni entonces]
pobre,2,AQ0CS0,325,pobre,0,59,[no dedo propio solo odio que seguía no impulso odio chico único me dedo mozo quien]
chico,2,NCMS000,287,chico,0,59,[chico diablo infeliz no hombre Bob viejo y chico hombre hombre infeliz hombre infeliz infeliz]
o,2,CC,18439,o,0,59,[el no de seguía se que se humilde entonces el el miró temblaba estaba lo miraba incapaz se]
besar,2,VMN0000,35,besar,0,59,
el,2,DA0MS0,139088,el,0,59,[sus sus sus a su sus una sus]
extremo,2,NCMS000,225,extremo,0,59,[pelo dorso piso cuello cigarrillo hermoso suelo dulce rostro pálido desdén cuello vaso extremo]
de,2,SPS00,262147,de,0,59,[de del de de de de de de de de curvo]
sus,2,DP3CP0,16974,su,0,59,
vestidos,2,NCMP000,70,vestido,0,59,
la,2,DA0FS0,184190,el,0,59,
huella,2,NCFS000,97,huella,0,59,
de,2,SPS00,262147,de,0,59,
sus,2,DP3CP0,16974,su,0,59,[sus sus su su su la su sus sus sus Inés]
pasos,2,NCMP000,431,paso,0,59,[pasos pies dedos pies labios pies]
o,2,CC,18439,o,0,59,[o al o o y o al o cortos quedo embarrados su en o no o]
cosas,2,NCFP000,2528,cosa,0,59,[el la cualquiera sus simplemente el su acariciar la sus los sus el sus sus de el de de]
así,2,RG,4027,asi,0,59,[como así por que que que mas como me quedaría por así que como así]
Después,2,RG,2284,despues,0,60,
de,2,SPS00,262147,de,0,60,
una,2,DI0FS0,43026,uno,0,60,
pausa,2,NCFS000,108,pausa,0,60,
la,2,DA0FS0,184190,el,0,60,[le breve larga y miro dio dijo le Bob decidí breve hubo]
música,2,NCFS000,522,musica,0,60,[de conversación música más manera conversación música primera música música música]
había,2,VAII1S0,10950,haber,0,60,[seguía también se paro termino ceso cambio se paro dejo]
terminado,2,VMP00SM,216,terminar,0,60,[cesado terminado cesado desaparecido parado dejado cesado terminado terminado terminado parado cesado bajado]
y,2,CC,140290,y,0,60,
el,2,DA0MS0,139088,el,0,60,
aparato,2,NCMS000,298,aparato,0,60,[levanto se bar hombre se silencio aparato cigarrillo disco seguía]
apagó,2,VMIS3S0,34,apagar,0,60,
las,2,DA0FP0,51322,el,0,60,
luces,2,NCFP000,220,luz,0,60,[luces luces luces notas luces luces luces luces luces ultimas luces luces luces luces luces luces]
aumentando,2,VMG0000,56,aumentar,0,60,[me del del que opacas que de que tenues dejando y repentinamente por de se y]
el,2,DA0MS0,139088,el,0,60,[el la la el el el mas la la la la la el ganas el]
silencio,2,NCMS000,910,silencio,0,60,[silencio volumen silencio silencio silencio nivel silencio desconsuelo silencio silencio murmullo misterio silencio silencio silencio sonido silencio clima]
Bob,2,NCMS000,8,bob,0,60,[la Bob y volví lo agrandando]
dijo,2,VMIS3S0,3431,decir,0,60,[se cayo se dijo dijo me dijo dijo que]
nada,2,PI0CS000,1145,nada,0,60,
más,2,RG,16563,mas,0,60,
y,2,CC,140290,y,0,60,
se,2,P00CN000,68376,se,0,60,[se se yo salio se se se se se se lo se se se]
fue,2,VMIS3S0,4260,ir,0,60,[levanto fue fue levanto paro marcho levanto levanto irguió marcho paro]
con,2,SPS00,47141,con,0,60,[despacio hacia rápidamente caminando sin a como caminando por hacia]
el,2,DA0MS0,139088,el,0,60,
andar,2,NCMS000,38,andar,0,60,
de,2,SPS00,262147,de,0,60,
siempre,2,RG,4835,siempre,0,60,
seguro,2,AQ0MS0,287,seguro,0,60,[con solo cansino como fumando sin tranquilo le borracho quede seguido lento de pesado sin sin sin con el]
ni,2,CC,6241,ni,0,60,
rápido,2,AQ0MS0,241,rapido,0,60,
ni,2,CC,6241,ni,0,60,
lento,2,AQ0MS0,124,lento,0,60,
Si,2,CS,9526,si,1,61,
aquella,2,DD0FS0,1956,aquel,0,61,[su en pudiese hubiera pensé lo yo hubiera hubiera el algún hubiera hubiera hubiera yo fuese]
noche,2,NCFS000,2271,noche,0,61,[charla noche noche noche noche noche noche noche declaración presencia vez noche]
el,2,DA0MS0,139088,el,0,61,[no era me fue hubiera no estaba no me lo no no pensé era no]
rostro,2,NCMS000,727,rostro,0,61,[tiempo hubiera se hombre hubiera mozo tiempo Bob mismo azar me]
de,2,SPS00,262147,de,0,61,[de de de pálido de de enojado de de de de]
Inés,2,AQ0MS0,60,ines,0,61,
se,2,P00CN000,68376,se,0,61,
me,2,PP1CS000,18401,me,0,61,
mostró,2,VMIS3S0,161,mostrar,0,61,
en,2,SPS00,116148,en,0,61,
las,2,DA0FP0,51322,el,0,61,
facciones,2,NCFP000,78,faccion,0,61,
de,2,SPS00,262147,de,0,61,
Bob,2,NCMS000,8,bob,0,61,
si,2,CS,9526,si,0,61,
en,2,SPS00,116148,en,0,61,
algún,2,DI0MS0,1649,alguno,0,61,[aquella el su algún medio la alguna ese]
momento,2,NCMS000,2656,momento,0,61,[instante momento momento momento momento momento momento momento momento momento momento lugar momento momento momento momento]
el,2,DA0MS0,139088,el,0,61,[se se pensé pensé vi eso la vi apareció se se]
fraternal,2,AQ0CS0,3,fraternal,0,61,[le rostro me se conocido pareció rostro rostro reflejo me rostro cariño deseo amor hablar dijo]
parecido,2,NCMS000,183,parecido,0,61,[mirar parecido parecido parecido discurso gesto rostro y rostro parecido abrazo parecido parecido parecido parecido]
pudo,2,VMIS3S0,732,poder,0,61,[con que apareció fue me no con fantasmal entre a se me el de entre]
aprovechar,2,VMN0000,106,aprovechar,0,61,
la,2,DA0FS0,184190,el,0,61,
trampa,2,NCFS000,120,trampa,0,61,
de,2,SPS00,262147,de,0,61,
un,2,DI0MS0,60280,uno,0,61,
gesto,2,NCMS000,590,gesto,0,61,[modo hombre instante cazador diablo enamorado silencio sueño enfermo]
para,2,SPS00,23510,para,0,61,
darme,2,VMN0000,117,dar,0,61,
a,2,SPS00,91082,a,0,61,
Inés,2,AQ0MS0,60,ines,0,61,
por,2,SPS00,39975,por,0,61,
Bob,2,NCMS000,8,bob,0,61,[joven su mi ganada perdida perdida perdida un su esposa una una un siempre la el]
fue,2,VSIS3S0,4260,ser,0,61,[yo entonces ya no pero encontré entonces paso fue no no fue entonces fue]
aquella,2,PD0FS000,101,aquel,0,61,[en solo cuando luego simplemente aquella ese que entonces rápidamente causalidad]
entonces,2,RG,1191,entonces,0,61,
la,2,DA0FS0,184190,el,0,61,[la que la la yo vi mirada cuando la]
última,2,AO0FS0,190,ultimo,0,61,[noche noche noche llame noche fatal]
vez,2,NCFS000,4171,vez,0,61,[vez vez vez noche vez vez noche vez noche vez vez vez vez vez vez vez vez acción vez]
que,2,PR0CN000,95340,que,0,61,[que que que que que que que que que que que que que que que]
vi,2,VMIS1S0,439,ver,0,61,[pensé pude vi yo creí vi me mire iba pensé yo me]
a,2,SPS00,91082,a,0,61,[a a el a la su a a a la]
la,2,DA0FS0,184190,el,0,61,
muchacha,2,NCFS000,360,muchacho,0,61,[mujer muchacha futura cara mujer mujer cara mujer cara muchacha cara mujer mujer]
Es,2,VSIP3S0,33792,ser,0,62,
cierto,2,AQ0MS0,1059,cierto,0,62,[cierto triste la que tarde posible tiempo cierto hoy esa]
que,2,PR0CN000,57797,que,0,62,[que que que que que yo que que que que que que que que que así]
volví,2,VMIS1S0,152,volver,0,62,[no no tuve podría aquella no no no había no no]
a,2,SPS00,91082,a,0,62,[a a a a después a a a a a a a a al al nuevamente]
estar,2,VAN0000,1646,estar,0,62,[ir verla la ver verla buscarla verla verla verla buscarla ir verla verla verlo casa]
con,2,SPS00,47141,con,0,62,[con con solo con en en en soñando solo solo enamorado feliz con con con con]
ella,2,PP3FS000,5484,el,0,62,
dos,2,NCMP000,5961,do,0,62,[un solo en después luego pero mas en y]
noches,2,NCFP000,454,noche,0,62,[veces veces o años veces noches noches veces veces veces veces]
después,2,RG,2284,despues,0,62,[pero mas después mas mas mas pero pero siguientes mas después después seguidas después]
en,2,SPS00,116148,en,0,62,
la,2,DA0FS0,184190,el,0,62,
entrevista,2,NCFS000,151,entrevista,0,62,
habitual,2,AQ0CS0,333,habitual,0,62,
y,2,CC,140290,y,0,62,
un,2,DI0MS0,60280,uno,0,62,
mediodía,2,NCMS000,140,mediodia,0,62,
en,2,SPS00,116148,en,0,62,
un,2,DI0MS0,60280,uno,0,62,
encuentro,2,NCMS000,444,encuentro,0,62,[restaurante bar encuentro domingo club la bar café almuerzo club]
impuesto,2,VMP00SM,86,imponer,0,62,
por,2,SPS00,39975,por,0,62,
mi,2,DP1CSS,9295,mi,0,62,
desesperación,2,NCFS000,111,desesperacion,0,62,
inútil,2,AQ0CS0,216,inutil,0,62,[pero pero pero pero mi]
sabiendo,2,VMG0000,106,saber,0,62,
de,2,SPS00,262147,de,0,62,
antemano,2,NCFS000,1,antemano,0,62,
que,2,CS,57797,que,0,62,
todo,2,DI0MS0,3409,todo,0,62,
recurso,2,NCMS000,156,recurso,0,62,
de,2,SPS00,262147,de,0,62,[seria era era es era era era era seria era humano no seria utilizado que seria]
palabra,2,NCFS000,983,palabra,0,62,[mi desesperación tenerla escapar acercamiento retener urgencia recuperarla amparo volver mis mi hacer retenerla reconciliación palabra la abadirla su]
y,2,CC,140290,y,0,62,[era era era era no era era había era no seria eran todo no fue]
presencia,2,NCFS000,884,presencia,0,62,
sería,2,VSIC1S0,1343,ser,0,62,[era era era es era no me era no reafirmaban no podía]
inútil,2,AQ0CS0,216,inutil,0,62,[en inútil vano inútil inútil inútil inútil en en inútil]
que,2,CS,57797,que,0,62,[y sabiendo que entonces sabiendo y entonces la que pero todo así]
todos,2,DI0MP0,3549,todo,0,62,
mis,2,DP1CPS,2233,mi,0,62,
machacantes,2,NCMP000,1,machacante,0,62,
ruegos,2,NCMP000,16,ruego,0,62,
morirían,2,VMIC3P0,8,morir,0,62,
de,2,SPS00,262147,de,0,62,[sin en en en inevitablemente aplastado al ahí en]
manera,2,NCFS000,1325,manera,0,62,[sed hambre una antemano lleno angustia pena vergüenza miedo a hambre sed pena tristeza vano nuevo]
asombrosa,2,AQ0FS0,38,asombroso,0,62,[tal sutil incierta fútil súbita funesta poco súbita inexorable fatal final]
como,2,CS,2405,como,0,62,
si,2,CS,9526,si,0,62,
no,2,RN,55431,no,0,62,
hubieran,2,VMSI3P0,313,haber,0,62,
sido,2,VSP00SM,3720,ser,0,62,
nunca,2,RG,3224,nunca,0,62,
disueltos,2,VMP00PM,8,disolver,0,62,
en,2,SPS00,116148,en,0,62,
el,2,DA0MS0,139088,el,0,62,
enorme,2,AQ0CS0,511,enorme,0,62,[aire total aire intento tiempo tiempo silencio fulgor tiempo olvido vacío olvido olvido aire tiempo rostro]
aire,2,NCMS000,1172,aire,0,62,[inmensidad vacío mar deseo silencio desprecio hueco abismo vendaval vacío miedo torbellino mar destrato enigma]
azul,2,AQ0CS0,300,azul,0,62,[viciado de de de del de de viscoso húmedo frío frío del  de de de de]
de,2,SPS00,262147,de,0,62,
la,2,DA0FS0,184190,el,0,62,[la aquella sus su el buenos sus mi]
plaza,2,NCFS000,532,plaza,0,62,[noche noche posada playa noche mirada noche ciudad noche noche mañana ciudad noche plaza]
bajo,2,SPS00,1607,bajo,0,62,[por como en pero donde bajo a como así como ausente]
el,2,DA0MS0,139088,el,0,62,
follaje,2,NCMS000,11,follaje,0,62,
de,2,SPS00,262147,de,0,62,
verde,2,AQ0CS0,91,verde,0,62,
apacible,2,AQ0CS0,48,apacible,0,62,
en,2,SPS00,116148,en,0,62,
mitad,2,NCFS000,484,mitad,0,62,[el su que un sus la aquel el marzo el]
de,2,SPS00,262147,de,0,62,
la,2,DA0FS0,184190,el,0,62,
