#texto,#palabra,palabra,cloze_entropy,zeros,2gram_entropy,#texto,#palabra,palabra,prob_cloze,prob_cache,prob2gram
1,512,dedos,-0.388838036298,0,-1.21560219224,1,512,dedos,0.666666666667,0.00185528756957,7.51168e-05
1,520,sus,-0.644691716425,0,-2.04048905312,1,520,sus,0.0714285714286,0.00547445255474,0.00198085
1,521,ojos,-0.787943744241,0,-1.01500209458,1,521,ojos,0.384615384615,0.00182149362477,0.0563216
1,522,su,-0.93192723219,0,-1.09534545626,1,522,su,0.166666666667,0.00909090909091,0.000451397
1,523,cara,-0.539504511383,0,-1.00729300528,1,523,cara,0.0555555555556,0.00181488203267,0.00522427
1,524,dos,-0.101534427291,0,-1.19482247717,1,524,dos,0.0588235294118,0.0018115942029,0.000162528
1,532,un,-1.09581659355,0,-1.06542339983,1,532,un,0.0625,0.0107142857143,0.0289179
1,533,oro,-0.812634642657,0,-1.00944156425,1,533,oro,0.0666666666667,0.0017825311943,3.32804e-05
1,534,transparente,-0.767729052736,0,-1.19761818057,1,534,transparente,0.0833333333333,0.0017793594306,0.000249475
1,535,carentes,-0.721267529608,0,-1.19042470182,1,535,carentes,0.0555555555556,0.00177619893428,1.17736e-06
1,537,toda,-0.856535980114,0,-1.06542339983,1,537,toda,0.0833333333333,0.00176991150442,0.00148748
1,538,vida,-1.15085813813,0,-1.63974046451,1,538,vida,0.173913043478,0.0017667844523,0.00252987
1,539,pero,-0.796760840692,0,-1.07465287916,1,539,pero,0.0588235294118,0.00529100529101,0.00082172
1,540,mirando,-0.874684514304,0,-1.06949810451,1,540,mirando,0.0588235294118,0.00176056338028,8.96481e-05
1,541,dejándose,-1.09618449501,0,-1.21622462905,1,541,dejándose,0.047619047619,0.00175746924429,2.623e-07
1,542,penetrar,-0.667239517192,0,-1.604422478,1,542,penetrar,0.0526315789474,0.00175438596491,0.00255101
1,543,por,-0.820451400255,0,-2.69422841217,1,543,por,0.2,0.00875656742557,0.0288924
1,545,mirada,-0.117776048263,0,-1.01394765991,1,545,mirada,0.857142857143,0.00174520069808,0.00161095
1,546,que,-1.11394335231,0,-1.13208084988,1,546,que,0.0714285714286,0.0261324041812,0.0254866
1,547,parecía,-0.928666248216,0,-1.03150973735,1,547,parecía,0.0769230769231,0.00173913043478,0.00224574
